id,name,group,path,time,tags,headers
"oferta-md:Evaluación: {Empresa} — {Rol}","Evaluación: {Empresa} — {Rol}","header-1","Projects/career-ops/oferta-md.md","2026-04-06 23:40","",""
"oferta-md:A) Resumen del Rol","A) Resumen del Rol","header-2","Projects/career-ops/oferta-md.md","2026-04-06 23:40","",""
"oferta-md:B) Match con CV","B) Match con CV","header-2","Projects/career-ops/oferta-md.md","2026-04-06 23:40","",""
"oferta-md:C) Nivel y Estrategia","C) Nivel y Estrategia","header-2","Projects/career-ops/oferta-md.md","2026-04-06 23:40","",""
"oferta-md:D) Comp y Demanda","D) Comp y Demanda","header-2","Projects/career-ops/oferta-md.md","2026-04-06 23:40","",""
"oferta-md:E) Plan de Personalización","E) Plan de Personalización","header-2","Projects/career-ops/oferta-md.md","2026-04-06 23:40","",""
"oferta-md:F) Plan de Entrevistas","F) Plan de Entrevistas","header-2","Projects/career-ops/oferta-md.md","2026-04-06 23:40","",""
"oferta-md:G) Draft Application Answers","G) Draft Application Answers","header-2","Projects/career-ops/oferta-md.md","2026-04-06 23:40","",""
"oferta-md:Keywords extraídas","Keywords extraídas","header-2","Projects/career-ops/oferta-md.md","2026-04-06 23:40","",""
"oferta-md:2. Registrar en tracker","2. Registrar en tracker","header-3","Projects/career-ops/oferta-md.md","2026-04-06 23:40","",""
"project-md:project.md","project.md","header-1","Projects/career-ops/project-md.md","2026-04-06 23:40","",""
"project-md:📋 Metadata","📋 Metadata","header-2","Projects/career-ops/project-md.md","2026-04-06 23:40","",""
"project-md:🔗 Related Files","🔗 Related Files","header-2","Projects/career-ops/project-md.md","2026-04-06 23:40","",""
"project-md:📄 Content","📄 Content","header-2","Projects/career-ops/project-md.md","2026-04-06 23:40","",""
"project-md:Modo: project — Evaluación de ","Modo: project — Evaluación de Proyecto Portfolio","header-1","Projects/career-ops/project-md.md","2026-04-06 23:40","",""
"project-md:Requisitos de "Interview Pack"","Requisitos de "Interview Pack"","header-2","Projects/career-ops/project-md.md","2026-04-06 23:40","",""
"project-md:Plan 80/20","Plan 80/20","header-2","Projects/career-ops/project-md.md","2026-04-06 23:40","",""
"project-md:Veredictos","Veredictos","header-2","Projects/career-ops/project-md.md","2026-04-06 23:40","",""
"article-digest-example-md:article-digest-example.md","article-digest-example.md","header-1","Projects/career-ops/article-digest-example-md.md","2026-04-06 23:40","",""
"article-digest-example-md:📋 Metadata","📋 Metadata","header-2","Projects/career-ops/article-digest-example-md.md","2026-04-06 23:40","",""
"article-digest-example-md:🔗 Related Files","🔗 Related Files","header-2","Projects/career-ops/article-digest-example-md.md","2026-04-06 23:40","",""
"article-digest-example-md:📄 Content","📄 Content","header-2","Projects/career-ops/article-digest-example-md.md","2026-04-06 23:40","",""
"article-digest-example-md:Article Digest -- Proof Points","Article Digest -- Proof Points","header-1","Projects/career-ops/article-digest-example-md.md","2026-04-06 23:40","",""
"article-digest-example-md:FraudShield -- Real-Time Fraud","FraudShield -- Real-Time Fraud Detection","header-2","Projects/career-ops/article-digest-example-md.md","2026-04-06 23:40","",""
"article-digest-example-md:LLM Eval Toolkit -- Evaluation","LLM Eval Toolkit -- Evaluation Framework","header-2","Projects/career-ops/article-digest-example-md.md","2026-04-06 23:40","",""
"profile-example-yml:profile.example.yml","profile.example.yml","header-1","Projects/career-ops/profile-example-yml.md","2026-04-06 23:40","",""
"profile-example-yml:📋 Metadata","📋 Metadata","header-2","Projects/career-ops/profile-example-yml.md","2026-04-06 23:40","",""
"profile-example-yml:🔗 Related Files","🔗 Related Files","header-2","Projects/career-ops/profile-example-yml.md","2026-04-06 23:40","",""
"profile-example-yml:📄 Content","📄 Content","header-2","Projects/career-ops/profile-example-yml.md","2026-04-06 23:40","",""
"profile-example-yml:Career-Ops Profile Configurati","Career-Ops Profile Configuration","header-1","Projects/career-ops/profile-example-yml.md","2026-04-06 23:40","",""
"profile-example-yml:Copy this file to config/profi","Copy this file to config/profile.yml and fill in your details.","header-1","Projects/career-ops/profile-example-yml.md","2026-04-06 23:40","",""
"profile-example-yml:This is the single source of t","This is the single source of truth for your personal data across all modes.","header-1","Projects/career-ops/profile-example-yml.md","2026-04-06 23:40","",""
"README-md:README.md","README.md","header-1","Projects/career-ops/README-md.md","2026-04-06 23:40","",""
"README-md:📋 Metadata","📋 Metadata","header-2","Projects/career-ops/README-md.md","2026-04-06 23:40","",""
"README-md:🔗 Related Files","🔗 Related Files","header-2","Projects/career-ops/README-md.md","2026-04-06 23:40","",""
"README-md:📄 Content","📄 Content","header-2","Projects/career-ops/README-md.md","2026-04-06 23:40","",""
"README-md:career-ops — Deutsche Modi (`m","career-ops — Deutsche Modi (`modes/de/`)","header-1","Projects/career-ops/README-md.md","2026-04-06 23:40","",""
"README-md:Wann diese Modi nutzen?","Wann diese Modi nutzen?","header-2","Projects/career-ops/README-md.md","2026-04-06 23:40","",""
"README-md:Wie aktivieren?","Wie aktivieren?","header-2","Projects/career-ops/README-md.md","2026-04-06 23:40","",""
"README-md:Weg 1 — Pro Session, per Befeh","Weg 1 — Pro Session, per Befehl","header-3","Projects/career-ops/README-md.md","2026-04-06 23:40","",""
"README-md:Weg 2 — Dauerhaft, per Profil","Weg 2 — Dauerhaft, per Profil","header-3","Projects/career-ops/README-md.md","2026-04-06 23:40","",""
"README-md:Was ist übersetzt?","Was ist übersetzt?","header-2","Projects/career-ops/README-md.md","2026-04-06 23:40","",""
"README-md:Was bleibt englisch?","Was bleibt englisch?","header-2","Projects/career-ops/README-md.md","2026-04-06 23:40","",""
"README-md:Vokabular-Spickzettel","Vokabular-Spickzettel","header-2","Projects/career-ops/README-md.md","2026-04-06 23:40","",""
"README-md:Beitragen","Beitragen","header-2","Projects/career-ops/README-md.md","2026-04-06 23:40","",""
"pdf-md:pdf.md","pdf.md","header-1","Projects/career-ops/pdf-md.md","2026-04-06 23:40","",""
"pdf-md:📋 Metadata","📋 Metadata","header-2","Projects/career-ops/pdf-md.md","2026-04-06 23:40","",""
"pdf-md:🔗 Related Files","🔗 Related Files","header-2","Projects/career-ops/pdf-md.md","2026-04-06 23:40","",""
"pdf-md:📄 Content","📄 Content","header-2","Projects/career-ops/pdf-md.md","2026-04-06 23:40","",""
"pdf-md:Modo: pdf — Generación de PDF ","Modo: pdf — Generación de PDF ATS-Optimizado","header-1","Projects/career-ops/pdf-md.md","2026-04-06 23:40","",""
"pdf-md:Pipeline completo","Pipeline completo","header-2","Projects/career-ops/pdf-md.md","2026-04-06 23:40","",""
"pdf-md:Reglas ATS (parseo limpio)","Reglas ATS (parseo limpio)","header-2","Projects/career-ops/pdf-md.md","2026-04-06 23:40","",""
"pdf-md:Diseño del PDF","Diseño del PDF","header-2","Projects/career-ops/pdf-md.md","2026-04-06 23:40","",""
"pdf-md:Orden de secciones (optimizado","Orden de secciones (optimizado "6-second recruiter scan")","header-2","Projects/career-ops/pdf-md.md","2026-04-06 23:40","",""
"pdf-md:Estrategia de keyword injectio","Estrategia de keyword injection (ético, basado en verdad)","header-2","Projects/career-ops/pdf-md.md","2026-04-06 23:40","",""
"pdf-md:Template HTML","Template HTML","header-2","Projects/career-ops/pdf-md.md","2026-04-06 23:40","",""
"pdf-md:Post-generación","Post-generación","header-2","Projects/career-ops/pdf-md.md","2026-04-06 23:40","",""
"states-yml:states.yml","states.yml","header-1","Projects/career-ops/states-yml.md","2026-04-06 23:40","",""
"states-yml:📋 Metadata","📋 Metadata","header-2","Projects/career-ops/states-yml.md","2026-04-06 23:40","",""
"states-yml:🔗 Related Files","🔗 Related Files","header-2","Projects/career-ops/states-yml.md","2026-04-06 23:40","",""
"states-yml:📄 Content","📄 Content","header-2","Projects/career-ops/states-yml.md","2026-04-06 23:40","",""
"states-yml:Career-Ops — Canonical States","Career-Ops — Canonical States","header-1","Projects/career-ops/states-yml.md","2026-04-06 23:40","",""
"states-yml:Source of truth for career-ops","Source of truth for career-ops (writer) and dashboard (reader).","header-1","Projects/career-ops/states-yml.md","2026-04-06 23:40","",""
"states-yml:Both systems MUST use these ex","Both systems MUST use these exact states.","header-1","Projects/career-ops/states-yml.md","2026-04-06 23:40","",""
"states-yml:# Rule: The status field in ap","# Rule: The status field in applications.md must contain EXACTLY","header-1","Projects/career-ops/states-yml.md","2026-04-06 23:40","",""
"states-yml:one of these values (case-inse","one of these values (case-insensitive). No markdown bold (**),","header-1","Projects/career-ops/states-yml.md","2026-04-06 23:40","",""
"states-yml:no dates, no extra text. Dates","no dates, no extra text. Dates go in the date column.","header-1","Projects/career-ops/states-yml.md","2026-04-06 23:40","",""
"profile-yml:profile.yml","profile.yml","header-1","Projects/career-ops/profile-yml.md","2026-04-06 23:40","",""
"profile-yml:📋 Metadata","📋 Metadata","header-2","Projects/career-ops/profile-yml.md","2026-04-06 23:40","",""
"profile-yml:🔗 Related Files","🔗 Related Files","header-2","Projects/career-ops/profile-yml.md","2026-04-06 23:40","",""
"profile-yml:📄 Content","📄 Content","header-2","Projects/career-ops/profile-yml.md","2026-04-06 23:40","",""
"profile-yml:Career-Ops Profile Configurati","Career-Ops Profile Configuration","header-1","Projects/career-ops/profile-yml.md","2026-04-06 23:40","",""
"profile-yml:Copy this file to config/profi","Copy this file to config/profile.yml and fill in your details.","header-1","Projects/career-ops/profile-yml.md","2026-04-06 23:40","",""
"profile-yml:This is the single source of t","This is the single source of truth for your personal data across all modes.","header-1","Projects/career-ops/profile-yml.md","2026-04-06 23:40","",""
"contacto-md:contacto.md","contacto.md","header-1","Projects/career-ops/contacto-md.md","2026-04-06 23:40","",""
"contacto-md:📋 Metadata","📋 Metadata","header-2","Projects/career-ops/contacto-md.md","2026-04-06 23:40","",""
"contacto-md:🔗 Related Files","🔗 Related Files","header-2","Projects/career-ops/contacto-md.md","2026-04-06 23:40","",""
"contacto-md:📄 Content","📄 Content","header-2","Projects/career-ops/contacto-md.md","2026-04-06 23:40","",""
"contacto-md:Modo: contacto — LinkedIn Powe","Modo: contacto — LinkedIn Power Move","header-1","Projects/career-ops/contacto-md.md","2026-04-06 23:40","",""
"batch-prompt-md:batch-prompt.md","batch-prompt.md","header-1","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:📋 Metadata","📋 Metadata","header-2","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:🔗 Related Files","🔗 Related Files","header-2","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:📄 Content","📄 Content","header-2","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:career-ops Batch Worker — Eval","career-ops Batch Worker — Evaluación Completa + PDF + Tracker Line","header-1","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:Fuentes de Verdad (LEER antes ","Fuentes de Verdad (LEER antes de evaluar)","header-2","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:Placeholders (sustituidos por ","Placeholders (sustituidos por el orquestador)","header-2","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:Pipeline (ejecutar en orden)","Pipeline (ejecutar en orden)","header-2","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:Paso 1 — Obtener JD","Paso 1 — Obtener JD","header-3","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:Paso 2 — Evaluación A-F","Paso 2 — Evaluación A-F","header-3","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:Paso 0 — Detección de Arquetip","Paso 0 — Detección de Arquetipo","header-4","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:Bloque A — Resumen del Rol","Bloque A — Resumen del Rol","header-4","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:Bloque B — Match con CV","Bloque B — Match con CV","header-4","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:Bloque C — Nivel y Estrategia","Bloque C — Nivel y Estrategia","header-4","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:Bloque D — Comp y Demanda","Bloque D — Comp y Demanda","header-4","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:Bloque E — Plan de Personaliza","Bloque E — Plan de Personalización","header-4","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:Bloque F — Plan de Entrevistas","Bloque F — Plan de Entrevistas","header-4","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:Score Global","Score Global","header-4","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:Paso 3 — Guardar Report .md","Paso 3 — Guardar Report .md","header-3","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:Evaluación: {Empresa} — {Rol}","Evaluación: {Empresa} — {Rol}","header-1","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:A) Resumen del Rol","A) Resumen del Rol","header-2","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:B) Match con CV","B) Match con CV","header-2","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:C) Nivel y Estrategia","C) Nivel y Estrategia","header-2","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:D) Comp y Demanda","D) Comp y Demanda","header-2","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:E) Plan de Personalización","E) Plan de Personalización","header-2","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:F) Plan de Entrevistas","F) Plan de Entrevistas","header-2","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:Keywords extraídas","Keywords extraídas","header-2","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:Paso 4 — Generar PDF","Paso 4 — Generar PDF","header-3","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:Paso 5 — Tracker Line","Paso 5 — Tracker Line","header-3","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:Paso 6 — Output final","Paso 6 — Output final","header-3","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:Reglas Globales","Reglas Globales","header-2","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:NUNCA","NUNCA","header-3","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"batch-prompt-md:SIEMPRE","SIEMPRE","header-3","Projects/career-ops/batch-prompt-md.md","2026-04-06 23:40","",""
"tracker-md:tracker.md","tracker.md","header-1","Projects/career-ops/tracker-md.md","2026-04-06 23:40","",""
"tracker-md:📋 Metadata","📋 Metadata","header-2","Projects/career-ops/tracker-md.md","2026-04-06 23:40","",""
"tracker-md:🔗 Related Files","🔗 Related Files","header-2","Projects/career-ops/tracker-md.md","2026-04-06 23:40","",""
"tracker-md:📄 Content","📄 Content","header-2","Projects/career-ops/tracker-md.md","2026-04-06 23:40","",""
"tracker-md:Modo: tracker — Tracker de Apl","Modo: tracker — Tracker de Aplicaciones","header-1","Projects/career-ops/tracker-md.md","2026-04-06 23:40","",""
"CONTRIBUTING-md:CONTRIBUTING.md","CONTRIBUTING.md","header-1","Projects/career-ops/CONTRIBUTING-md.md","2026-04-06 23:40","",""
"CONTRIBUTING-md:📋 Metadata","📋 Metadata","header-2","Projects/career-ops/CONTRIBUTING-md.md","2026-04-06 23:40","",""
"CONTRIBUTING-md:🔗 Related Files","🔗 Related Files","header-2","Projects/career-ops/CONTRIBUTING-md.md","2026-04-06 23:40","",""
"CONTRIBUTING-md:📄 Content","📄 Content","header-2","Projects/career-ops/CONTRIBUTING-md.md","2026-04-06 23:40","",""
"CONTRIBUTING-md:Contributing to Career-Ops","Contributing to Career-Ops","header-1","Projects/career-ops/CONTRIBUTING-md.md","2026-04-06 23:40","",""
"CONTRIBUTING-md:Before Submitting a PR","Before Submitting a PR","header-2","Projects/career-ops/CONTRIBUTING-md.md","2026-04-06 23:40","",""
"CONTRIBUTING-md:What makes a good PR","What makes a good PR","header-3","Projects/career-ops/CONTRIBUTING-md.md","2026-04-06 23:40","",""
"CONTRIBUTING-md:Quick Start","Quick Start","header-2","Projects/career-ops/CONTRIBUTING-md.md","2026-04-06 23:40","",""
"CONTRIBUTING-md:What to Contribute","What to Contribute","header-2","Projects/career-ops/CONTRIBUTING-md.md","2026-04-06 23:40","",""
"CONTRIBUTING-md:Guidelines","Guidelines","header-2","Projects/career-ops/CONTRIBUTING-md.md","2026-04-06 23:40","",""
"CONTRIBUTING-md:Development","Development","header-2","Projects/career-ops/CONTRIBUTING-md.md","2026-04-06 23:40","",""
"CONTRIBUTING-md:Scripts","Scripts","header-1","Projects/career-ops/CONTRIBUTING-md.md","2026-04-06 23:40","",""
"CONTRIBUTING-md:Dashboard","Dashboard","header-1","Projects/career-ops/CONTRIBUTING-md.md","2026-04-06 23:40","",""
"CONTRIBUTING-md:Need Help?","Need Help?","header-2","Projects/career-ops/CONTRIBUTING-md.md","2026-04-06 23:40","",""
"batch-runner-sh:batch-runner.sh","batch-runner.sh","header-1","Projects/career-ops/batch-runner-sh.md","2026-04-06 23:40","",""
"batch-runner-sh:📋 Metadata","📋 Metadata","header-2","Projects/career-ops/batch-runner-sh.md","2026-04-06 23:40","",""
"batch-runner-sh:🔗 Related Files","🔗 Related Files","header-2","Projects/career-ops/batch-runner-sh.md","2026-04-06 23:40","",""
"batch-runner-sh:📄 Content","📄 Content","header-2","Projects/career-ops/batch-runner-sh.md","2026-04-06 23:40","",""
"batch-runner-sh:career-ops batch runner — stan","career-ops batch runner — standalone orchestrator for claude -p workers","header-1","Projects/career-ops/batch-runner-sh.md","2026-04-06 23:40","",""
"batch-runner-sh:Reads batch-input.tsv, delegat","Reads batch-input.tsv, delegates each offer to a claude -p worker,","header-1","Projects/career-ops/batch-runner-sh.md","2026-04-06 23:40","",""
"batch-runner-sh:tracks state in batch-state.ts","tracks state in batch-state.tsv for resumability.","header-1","Projects/career-ops/batch-runner-sh.md","2026-04-06 23:40","",""
"batch-runner-sh:Defaults","Defaults","header-1","Projects/career-ops/batch-runner-sh.md","2026-04-06 23:40","",""
"batch-runner-sh:Parse arguments","Parse arguments","header-1","Projects/career-ops/batch-runner-sh.md","2026-04-06 23:40","",""
"batch-runner-sh:Lock file to prevent double ex","Lock file to prevent double execution","header-1","Projects/career-ops/batch-runner-sh.md","2026-04-06 23:40","",""
"batch-runner-sh:Validate prerequisites","Validate prerequisites","header-1","Projects/career-ops/batch-runner-sh.md","2026-04-06 23:40","",""
"batch-runner-sh:Initialize state file if it do","Initialize state file if it doesn't exist","header-1","Projects/career-ops/batch-runner-sh.md","2026-04-06 23:40","",""
"batch-runner-sh:Get status of an offer from st","Get status of an offer from state file","header-1","Projects/career-ops/batch-runner-sh.md","2026-04-06 23:40","",""
"batch-runner-sh:Get retry count for an offer","Get retry count for an offer","header-1","Projects/career-ops/batch-runner-sh.md","2026-04-06 23:40","",""
"batch-runner-sh:Calculate next report number","Calculate next report number","header-1","Projects/career-ops/batch-runner-sh.md","2026-04-06 23:40","",""
"batch-runner-sh:Update or insert state for an ","Update or insert state for an offer","header-1","Projects/career-ops/batch-runner-sh.md","2026-04-06 23:40","",""
"batch-runner-sh:Process a single offer","Process a single offer","header-1","Projects/career-ops/batch-runner-sh.md","2026-04-06 23:40","",""
"batch-runner-sh:Merge tracker additions into a","Merge tracker additions into applications.md","header-1","Projects/career-ops/batch-runner-sh.md","2026-04-06 23:40","",""
"batch-runner-sh:Print summary","Print summary","header-1","Projects/career-ops/batch-runner-sh.md","2026-04-06 23:40","",""
"batch-runner-sh:Main","Main","header-1","Projects/career-ops/batch-runner-sh.md","2026-04-06 23:40","",""
"training-md:training.md","training.md","header-1","Projects/career-ops/training-md.md","2026-04-06 23:40","",""
"training-md:📋 Metadata","📋 Metadata","header-2","Projects/career-ops/training-md.md","2026-04-06 23:40","",""
"training-md:🔗 Related Files","🔗 Related Files","header-2","Projects/career-ops/training-md.md","2026-04-06 23:40","",""
"training-md:📄 Content","📄 Content","header-2","Projects/career-ops/training-md.md","2026-04-06 23:40","",""
"training-md:Modo: training — Evaluación de","Modo: training — Evaluación de Formación","header-1","Projects/career-ops/training-md.md","2026-04-06 23:40","",""
"training-md:Veredictos","Veredictos","header-2","Projects/career-ops/training-md.md","2026-04-06 23:40","",""
"training-md:Prioridad","Prioridad","header-2","Projects/career-ops/training-md.md","2026-04-06 23:40","",""
"cv-example-md:cv-example.md","cv-example.md","header-1","Projects/career-ops/cv-example-md.md","2026-04-06 23:40","",""
"cv-example-md:📋 Metadata","📋 Metadata","header-2","Projects/career-ops/cv-example-md.md","2026-04-06 23:40","",""
"cv-example-md:🔗 Related Files","🔗 Related Files","header-2","Projects/career-ops/cv-example-md.md","2026-04-06 23:40","",""
"cv-example-md:📄 Content","📄 Content","header-2","Projects/career-ops/cv-example-md.md","2026-04-06 23:40","",""
"cv-example-md:CV -- Alex Chen","CV -- Alex Chen","header-1","Projects/career-ops/cv-example-md.md","2026-04-06 23:40","",""
"cv-example-md:Professional Summary","Professional Summary","header-2","Projects/career-ops/cv-example-md.md","2026-04-06 23:40","",""
"cv-example-md:Work Experience","Work Experience","header-2","Projects/career-ops/cv-example-md.md","2026-04-06 23:40","",""
"cv-example-md:TechFin Corp -- Austin, TX","TechFin Corp -- Austin, TX","header-3","Projects/career-ops/cv-example-md.md","2026-04-06 23:40","",""
"cv-example-md:DataStartup Inc -- Remote","DataStartup Inc -- Remote","header-3","Projects/career-ops/cv-example-md.md","2026-04-06 23:40","",""
"cv-example-md:Projects","Projects","header-2","Projects/career-ops/cv-example-md.md","2026-04-06 23:40","",""
"cv-example-md:Education","Education","header-2","Projects/career-ops/cv-example-md.md","2026-04-06 23:40","",""
"cv-example-md:Skills","Skills","header-2","Projects/career-ops/cv-example-md.md","2026-04-06 23:40","",""
"apply-md:apply.md","apply.md","header-1","Projects/career-ops/apply-md.md","2026-04-06 23:40","",""
"apply-md:📋 Metadata","📋 Metadata","header-2","Projects/career-ops/apply-md.md","2026-04-06 23:40","",""
"apply-md:🔗 Related Files","🔗 Related Files","header-2","Projects/career-ops/apply-md.md","2026-04-06 23:40","",""
"apply-md:📄 Content","📄 Content","header-2","Projects/career-ops/apply-md.md","2026-04-06 23:40","",""
"apply-md:Modo: apply — Asistente de Apl","Modo: apply — Asistente de Aplicación en Vivo","header-1","Projects/career-ops/apply-md.md","2026-04-06 23:40","",""
"apply-md:Requisitos","Requisitos","header-2","Projects/career-ops/apply-md.md","2026-04-06 23:40","",""
"apply-md:Workflow","Workflow","header-2","Projects/career-ops/apply-md.md","2026-04-06 23:40","",""
"apply-md:Paso 1 — Detectar la oferta","Paso 1 — Detectar la oferta","header-2","Projects/career-ops/apply-md.md","2026-04-06 23:40","",""
"apply-md:Paso 2 — Identificar y buscar ","Paso 2 — Identificar y buscar contexto","header-2","Projects/career-ops/apply-md.md","2026-04-06 23:40","",""
"apply-md:Paso 3 — Detectar cambios en e","Paso 3 — Detectar cambios en el rol","header-2","Projects/career-ops/apply-md.md","2026-04-06 23:40","",""
"apply-md:Paso 4 — Analizar preguntas de","Paso 4 — Analizar preguntas del formulario","header-2","Projects/career-ops/apply-md.md","2026-04-06 23:40","",""
"apply-md:Paso 5 — Generar respuestas","Paso 5 — Generar respuestas","header-2","Projects/career-ops/apply-md.md","2026-04-06 23:40","",""
"apply-md:Respuestas para [Empresa] — [R","Respuestas para [Empresa] — [Rol]","header-2","Projects/career-ops/apply-md.md","2026-04-06 23:40","",""
"apply-md:1. [Pregunta exacta del formul","1. [Pregunta exacta del formulario]","header-3","Projects/career-ops/apply-md.md","2026-04-06 23:40","",""
"apply-md:2. [Siguiente pregunta]","2. [Siguiente pregunta]","header-3","Projects/career-ops/apply-md.md","2026-04-06 23:40","",""
"apply-md:Paso 6 — Post-apply (opcional)","Paso 6 — Post-apply (opcional)","header-2","Projects/career-ops/apply-md.md","2026-04-06 23:40","",""
"apply-md:Scroll handling","Scroll handling","header-2","Projects/career-ops/apply-md.md","2026-04-06 23:40","",""
"_profile-template-md:_profile.template.md","_profile.template.md","header-1","Projects/career-ops/_profile-template-md.md","2026-04-06 23:40","",""
"_profile-template-md:📋 Metadata","📋 Metadata","header-2","Projects/career-ops/_profile-template-md.md","2026-04-06 23:40","",""
"_profile-template-md:🔗 Related Files","🔗 Related Files","header-2","Projects/career-ops/_profile-template-md.md","2026-04-06 23:40","",""
"_profile-template-md:📄 Content","📄 Content","header-2","Projects/career-ops/_profile-template-md.md","2026-04-06 23:40","",""
"_profile-template-md:User Profile Context -- career","User Profile Context -- career-ops","header-1","Projects/career-ops/_profile-template-md.md","2026-04-06 23:40","",""
"_profile-template-md:Your Target Roles","Your Target Roles","header-2","Projects/career-ops/_profile-template-md.md","2026-04-06 23:40","",""
"_profile-template-md:Your Adaptive Framing","Your Adaptive Framing","header-2","Projects/career-ops/_profile-template-md.md","2026-04-06 23:40","",""
"_profile-template-md:Your Exit Narrative","Your Exit Narrative","header-2","Projects/career-ops/_profile-template-md.md","2026-04-06 23:40","",""
"_profile-template-md:Your Cross-cutting Advantage","Your Cross-cutting Advantage","header-2","Projects/career-ops/_profile-template-md.md","2026-04-06 23:40","",""
"_profile-template-md:Your Portfolio / Demo","Your Portfolio / Demo","header-2","Projects/career-ops/_profile-template-md.md","2026-04-06 23:40","",""
"_profile-template-md:Your Comp Targets","Your Comp Targets","header-2","Projects/career-ops/_profile-template-md.md","2026-04-06 23:40","",""
"_profile-template-md:Your Negotiation Scripts","Your Negotiation Scripts","header-2","Projects/career-ops/_profile-template-md.md","2026-04-06 23:40","",""
"_profile-template-md:Your Location Policy","Your Location Policy","header-2","Projects/career-ops/_profile-template-md.md","2026-04-06 23:40","",""
"cv-md:cv.md","cv.md","header-1","Projects/career-ops/cv-md.md","2026-04-06 23:40","",""
"cv-md:📋 Metadata","📋 Metadata","header-2","Projects/career-ops/cv-md.md","2026-04-06 23:40","",""
"cv-md:🔗 Related Files","🔗 Related Files","header-2","Projects/career-ops/cv-md.md","2026-04-06 23:40","",""
"cv-md:📄 Content","📄 Content","header-2","Projects/career-ops/cv-md.md","2026-04-06 23:40","",""
"cv-md:CV -- Sam Rivera","CV -- Sam Rivera","header-1","Projects/career-ops/cv-md.md","2026-04-06 23:40","",""
"cv-md:Professional Summary","Professional Summary","header-2","Projects/career-ops/cv-md.md","2026-04-06 23:40","",""
"cv-md:Recent engineering (last 12 mo","Recent engineering (last 12 months)","header-2","Projects/career-ops/cv-md.md","2026-04-06 23:40","",""
"cv-md:Work Experience","Work Experience","header-2","Projects/career-ops/cv-md.md","2026-04-06 23:40","",""
"cv-md:Knowledge-Graph SaaS GmbH -- B","Knowledge-Graph SaaS GmbH -- Berlin","header-3","Projects/career-ops/cv-md.md","2026-04-06 23:40","",""
"cv-md:Applied AI Bootcamp -- Berlin ","Applied AI Bootcamp -- Berlin (parallel role, same window)","header-3","Projects/career-ops/cv-md.md","2026-04-06 23:40","",""
"cv-md:Mid-stage AI Consultancy -- Re","Mid-stage AI Consultancy -- Remote","header-3","Projects/career-ops/cv-md.md","2026-04-06 23:40","",""
"cv-md:Mobile Games Studio -- Remote","Mobile Games Studio -- Remote","header-3","Projects/career-ops/cv-md.md","2026-04-06 23:40","",""
"cv-md:Projects","Projects","header-2","Projects/career-ops/cv-md.md","2026-04-06 23:40","",""
